01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,0
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,1
01201004270000000003,0
01201004270000000003,1
01201004270000000004,1
01201004270000000004,1
01201004270000000005,1
01201004270000000005,0
01201004270000000005,1
